employee_length,loan_amnt,term,int_rate,installment,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,default
4113,8000,36,6.62,245.63,0,50000,0,-7,16.03,0,0,5,0,8330,16,11,0
4114,6000,36,15.96,210.83,-2,24000,0,-2,5.75,0,1,6,0,2327,43.1,13,0
4115,2600,36,15.27,90.48,0,74029.56,-1,-4,5.27,0,1,6,0,6716,98.8,20,0
4116,11500,36,7.9,359.84,-3,29000,0,0,21.93,0,0,8,0,18396,46.7,19,0
4117,5000,36,12.69,167.73,-2,50000,-2,-4,10.97,0,1,11,0,2245,7.1,17,0
4118,6500,36,10.65,211.73,-3,95000,0,-8,13.28,2,0,15,0,25569,60.3,29,0
4119,14000,60,14.65,330.5,-2,118354.61,-1,0,18.85,0,1,8,0,26533,65.2,31,0
4120,24000,36,7.9,750.97,-3,95000,-2,-6,15.23,0,3,19,0,4826,7.4,40,0
4121,12150,60,18.25,310.19,0,38000,-2,0,20.31,0,1,9,0,3080,59.2,22,1
4122,5800,36,12.42,193.81,-3,72000,0,0,11.75,0,1,8,0,5404,51.5,31,0
4123,12000,60,13.49,276.06,-3,100000,-2,-8,9.3,0,0,12,0,15578,72.1,23,0
4124,6000,60,8.9,124.26,-3,54000,-1,-3,2.62,0,0,6,0,5098,13.6,25,0
4125,12000,60,15.96,291.57,-3,50000,-2,-6,18.65,0,1,13,0,6693,32.2,19,0
4126,5000,36,6.62,153.52,-3,42082,-2,0,18.31,0,0,12,0,4258,71,33,1
4127,23000,60,10.65,496.08,-3,69500,-2,0,14.45,0,0,9,0,12859,29.2,22,0
4128,2600,36,16.29,91.79,0,15000,-2,0,7.12,0,0,6,0,2662,95.1,10,0
4129,3000,36,6.62,92.12,-3,55000,0,-6,14.07,0,4,10,0,2455,20,27,0
4130,10375,36,6.62,318.56,-3,79000,-2,0,15.28,0,1,9,0,8351,23.9,27,0
4131,7200,36,6.62,221.07,-3,82008,0,-4,17.52,0,4,8,0,10465,28.8,24,0
4132,17725,60,11.71,391.7,-3,57000,-2,0,28.25,0,0,18,0,25136,36.2,41,0
4133,15350,60,13.49,353.13,-3,48000,-2,0,25.93,0,3,10,0,17580,67.9,33,0
4134,4200,36,12.42,140.35,-3,72000,0,-6,13,0,1,6,0,14198,81.6,22,0
4135,4200,36,6.62,128.96,0,69000,0,-3,11.08,0,0,10,0,4544,11.6,15,0
4136,10000,36,7.51,311.11,0,60629.92,0,0,15.34,0,1,10,0,13099,37.4,29,0
4137,5000,36,6.03,152.18,-3,72000,0,-4,10.58,0,0,8,0,238,0.9,16,0
4138,14125,36,6.62,433.69,-2,30000,-2,0,21.24,0,1,9,0,15551,59.1,15,0
4139,20000,60,18.25,510.6,-2,62000,-2,0,17.79,0,0,5,0,15373,89.4,11,0
4140,9000,60,18.25,229.77,0,48000,-1,-5,0.33,0,1,4,0,13,0,4,1
4141,10000,36,6.62,307.04,0,85000,0,0,21.05,0,0,17,0,14022,35.6,34,0
4142,10000,36,11.71,330.76,-2,180000,-2,0,14.75,0,0,11,0,62571,78.6,24,0
4143,5400,36,8.9,171.47,-3,38000,-2,-8,29.03,0,1,22,0,26562,35.4,41,0
4144,9000,36,10.65,293.16,-3,100000,-1,-7,3.22,0,3,11,0,10685,48.3,21,0
4145,4800,60,18.25,122.55,0,66000,-1,-3,5.73,0,0,8,0,7943,79,23,1
4146,24000,36,15.96,843.3,-3,134500,-2,0,10.46,0,1,15,0,25827,57.8,24,0
4147,17600,60,17.27,439.97,-3,40000,-2,0,15.57,0,0,10,0,17816,43.7,22,0
4148,12000,36,7.9,375.49,-3,77000,-2,-7,19.56,0,0,18,0,39063,43.4,25,0
4149,4925,36,11.71,162.9,-2,46000,0,0,10.33,0,0,5,0,9124,72.4,8,0
4150,7200,36,11.71,238.15,0,31700,-1,-3,2.01,0,1,3,0,1052,23.9,5,1
4151,30000,36,19.03,1100.14,-3,81840,-2,0,16.35,0,1,22,0,11411,27.3,63,0
4152,15000,60,13.49,345.08,0,72000,-1,-2,1.17,0,1,5,0,2880,15.3,7,0
4153,20000,36,7.9,625.81,0,101000,-2,-7,7.27,0,1,10,0,6396,15.6,15,0
4154,8000,36,16.77,284.31,0,21000,-2,0,13.2,1,1,4,0,2408,89.2,8,1
4155,18000,36,7.9,563.23,-3,70000,-1,0,2.95,0,1,10,0,327,0.8,26,0
4156,6400,36,11.71,211.69,-3,37000,0,-6,13.2,0,0,11,0,2335,97.3,20,0
4157,9600,36,6.62,294.76,-3,54000,0,0,2.78,0,1,7,0,3877,17.1,31,0
4158,7000,36,6.03,213.05,-3,80000,0,-6,13.39,0,0,8,0,69500,0,28,0
4159,7000,36,10.65,228.02,0,90000,-1,-8,7.63,1,0,4,0,3249,73.8,23,0
4160,9600,36,9.91,309.36,0,59000,0,-2,13,0,0,6,1,9063,60.4,15,0
4161,10000,36,7.9,312.91,-3,50000,0,-6,1.82,0,5,17,0,5511,12.1,34,0
4162,18000,36,7.9,563.23,-3,140000,-1,-7,8.17,0,0,7,0,17687,57.4,21,0
4163,8400,36,6.62,257.92,-3,72000,0,0,12.32,0,0,13,0,20496,42.5,19,0
4164,33600,60,13.49,772.96,0,111396,-2,0,17.6,0,2,12,0,33014,61.9,33,0
4165,7200,36,10.65,234.53,-3,105000,0,0,5.28,1,3,10,0,15195,38.2,38,0
4166,4550,60,16.77,112.52,0,30000,-1,-12,5.56,0,1,10,0,5768,74.9,11,0
4167,18750,60,16.77,463.68,-2,37500,-2,0,20.26,0,3,5,0,24149,69.7,18,0
4168,5600,36,7.9,175.23,-3,192000,-2,-6,10.34,0,0,10,0,49863,77.9,23,0
4169,4200,36,12.69,140.89,0,55000,0,-7,21.38,0,0,4,0,4778,54.9,21,0
4170,12600,36,12.42,421.04,-2,38000,-2,-6,23.73,0,1,10,1,4675,35.2,15,1
4171,4800,36,12.42,160.4,-3,54000,-1,0,17.98,1,0,9,0,30895,79,23,0
4172,3000,36,7.9,93.88,-3,96000,-1,-3,0.19,1,0,4,0,25,0.1,14,0
4173,22000,36,12.42,735.14,-3,100800,-2,0,18.6,0,1,12,0,27773,52.9,26,0
4174,20000,60,13.49,460.1,0,71000,-2,0,14.97,0,0,8,0,17795,85.6,20,0
4175,4750,36,7.9,148.63,-3,30000,-1,-8,13.96,1,1,5,0,1926,23.5,16,0
4176,7500,36,6.62,230.28,0,66000,-1,-7,5.71,0,1,7,0,1314,8.3,9,0
4177,15000,60,17.58,377.49,0,65000,-2,0,15.49,1,3,8,0,15553,51.5,27,0
4178,30000,60,18.64,772.29,-3,94325,-1,0,8.52,0,0,7,0,29333,83.3,27,0
4179,9000,36,7.9,281.62,-3,75500,-2,0,22.47,0,3,13,0,13244,28.7,63,0
4180,35000,36,10.65,1140.07,-3,156000,-2,0,10.99,0,2,13,0,75688,27.5,26,0
4181,26000,60,18.64,669.32,0,50000,-2,0,14.5,0,1,12,0,23389,48.7,36,1
4182,6400,36,7.9,200.26,-3,95000,0,0,12.2,0,0,9,0,13492,71.5,20,0
4183,10800,36,16.29,381.25,0,48000,-1,0,17.27,0,3,10,0,8626,86.3,25,0
4184,3000,36,14.27,102.93,0,74500,0,0,15.27,0,3,11,0,6460,69.5,11,0
4185,4500,60,13.49,103.53,0,37200,-1,-3,18.16,1,1,15,0,3102,23.3,27,0
4186,15000,36,7.9,469.36,-3,65000,-2,0,7.92,0,0,6,0,19059,69.6,18,0
4187,12600,60,19.42,329.77,0,55000,-1,-7,17.74,0,1,11,0,7127,86.9,20,0
4188,25000,60,12.42,561.44,-3,150000,-2,-6,14.27,0,2,10,0,12616,63.1,30,0
4189,10200,36,7.51,317.34,-3,130000,-2,-7,21.04,0,1,10,0,18866,61.3,28,0
4190,20000,36,12.69,670.9,0,74000,-2,0,15.55,0,2,6,0,22739,62.5,10,0
4191,7000,36,11.71,231.54,-3,90000,0,0,5.25,1,0,4,0,6465,84,11,0
4192,20000,36,12.69,670.9,-3,107496,-2,0,16.01,0,0,11,0,10081,77.5,58,0
4193,17000,60,19.03,441.28,0,175000,-1,-5,2.48,0,3,8,0,11246,53.6,17,0
4194,5000,60,10.65,107.85,-3,79200,-2,-3,22.53,0,0,13,0,17495,46,37,0
4195,21000,36,9.91,676.73,0,93000,-2,0,27.47,0,0,13,0,42454,68,24,0
4196,12000,36,6.03,365.23,-3,61000,0,0,13.44,0,0,8,0,35963,72.1,17,0
4197,24000,60,18.25,612.72,0,228000,-1,-4,9.13,0,1,18,0,131006,74.6,48,0
4198,5400,36,14.27,185.27,0,54000,-1,0,15.62,0,3,8,0,9386,92.9,15,0
4199,9400,60,14.27,220.04,-3,62000,-1,0,24.15,0,1,13,0,19906,45.6,24,0
4200,15125,60,13.49,347.95,0,55000,0,0,19.7,0,2,8,0,12732,73.6,31,0
4201,12000,36,9.91,386.7,0,140000,-2,0,10.16,0,0,5,0,5578,62,21,0
4202,12000,60,9.91,254.44,0,30000,-2,-10,8.8,0,1,7,0,8935,38.7,15,0
4203,10000,36,7.9,312.91,-3,55000,-1,0,20.33,0,0,11,0,4767,25.8,17,0
4204,30000,60,12.42,673.72,-3,190000,-2,-6,8.05,0,0,9,0,20253,46.6,33,1
4205,6500,36,11.71,215,-3,38492,-1,-8,18.21,0,1,9,1,2371,16.7,20,0
4206,8000,36,10.65,260.59,-3,30000,0,-6,21.6,0,0,8,0,14024,35.1,15,0
4207,3600,36,12.42,120.3,0,54000,-1,-12,10.73,0,1,20,0,14638,45.2,26,0
4208,7100,60,18.25,181.27,0,80000,-1,0,8.68,0,1,15,0,14685,72,29,1
4209,2400,36,9.91,77.34,0,15000,-1,-12,2,0,2,3,0,0,0,17,0
4210,10950,60,14.27,256.33,-3,21888,-2,-8,6.52,0,1,2,0,4825,38.6,10,1
4211,4000,36,7.51,124.45,-3,80000,0,-3,6.48,0,0,9,0,12683,61.3,11,1
4212,12600,60,12.69,284.7,0,64590,-2,-8,18.04,0,0,9,0,33845,80.2,13,0
4213,12000,60,18.64,308.92,-3,60000,-1,-8,13.74,0,1,6,0,9913,96.2,21,0
4214,35000,60,20.3,933.14,-3,136000,-2,-6,2.56,0,2,6,0,8857,59,28,0
4215,25000,60,14.27,585.22,0,48000,-2,-7,13.13,0,0,4,0,7108,56.4,9,0
4216,5200,36,7.51,161.78,-3,70000,0,0,13.34,0,0,11,0,9111,48.5,26,0
4217,8500,36,6.03,258.71,-2,25000,0,-8,9.07,0,0,6,0,2887,5.5,13,0
4218,12000,60,12.42,269.49,-3,64000,-2,0,23.78,0,0,8,0,26675,87.7,15,1
4219,13000,60,8.9,269.23,0,47000,-1,0,16.19,0,0,7,0,274,1,19,0
4220,1800,36,8.9,57.16,0,50400,0,-2,2.64,0,1,3,0,1930,16.1,10,1
4221,10000,36,16.77,355.39,-3,60000,-2,0,6.46,2,0,9,0,9358,52.9,11,0
4222,12475,36,6.03,379.69,-3,88000,0,-6,10.04,0,2,11,0,18064,20.7,27,0
4223,3200,36,7.51,99.56,-3,44000,0,0,7.8,0,1,7,0,311,4.6,14,0
4224,5500,36,6.62,168.88,0,40000,0,-8,20.49,1,1,11,0,3179,33.1,27,0
4225,14675,60,19.42,384.08,0,38500,-2,0,22.66,0,1,7,0,24520,93.6,17,1
4226,2100,36,7.51,65.34,0,8000,-2,-11,7.5,0,0,4,0,1127,10.3,6,0
4227,3825,36,15.96,134.41,0,28500,0,0,23.54,0,1,6,0,5010,79.5,10,1
4228,23200,60,23.52,660.97,-3,85000,-2,0,7.89,0,1,10,1,8625,99.1,22,1
4229,5000,36,6.03,152.18,0,100000,0,0,2.4,0,0,8,0,2930,14.6,12,0
4230,12000,36,14.65,413.94,-3,45600,-1,0,19.13,0,3,6,0,11399,93.4,18,0
4231,8500,36,11.71,281.15,0,74000,-2,-7,14.42,0,0,8,0,6402,45.4,23,0
4232,12000,36,8.9,381.04,-3,76800,0,-7,18.94,0,0,17,0,13819,39.4,33,0
4233,31000,60,12.42,696.18,-3,96000,-1,-7,14.14,0,0,10,0,24593,64.5,14,0
4234,12600,60,10.65,271.77,-3,55172,0,0,19.36,0,0,22,0,23020,30.5,59,0
4235,7600,36,15.27,264.47,0,33000,-2,-4,23.78,0,1,16,0,10693,53.5,21,0
4236,2750,36,16.77,97.74,0,16800,-1,-7,19.71,0,0,3,0,2698,67.4,6,0
4237,20000,36,11.71,661.52,0,72000,-2,0,16.12,0,0,11,0,14345,83.9,25,0
4238,7000,36,6.62,214.93,-3,45600,-1,-3,12.92,0,2,12,0,13708,18.4,22,0
4239,7000,36,10.65,228.02,0,80400,-1,0,22.37,0,1,11,0,22554,37.4,20,0
4240,24000,60,22.06,663.68,0,91200,-1,-5,9.05,1,1,7,0,4793,21.1,13,0
4241,13200,36,6.62,405.29,-3,90000,-1,0,3.03,0,1,10,0,17438,31.2,29,0
4242,6000,36,11.71,198.46,0,48000,-1,0,13.1,0,0,11,0,2374,37.6,17,0
4243,35000,36,12.42,1169.54,-3,185000,-2,-5,8.9,0,1,4,0,12232,34.9,9,0
4244,4625,36,12.42,154.55,-3,40000,0,-1,5.7,0,1,4,0,2240,17.6,21,0
4245,13000,60,19.42,340.24,-3,65000,-1,0,8.62,0,0,5,0,14558,95.8,24,0
4246,11200,60,14.65,264.4,0,50000,-1,-8,4.97,0,1,6,0,9309,36.4,15,0
4247,6000,36,6.03,182.62,-3,150000,-1,-6,8.1,0,3,15,0,10890,15.2,38,0
4248,17600,60,18.64,453.08,-3,65000,-2,-5,11.21,0,1,6,0,18284,85.8,24,1
4249,2500,36,11.71,82.69,-2,27600,-1,-4,1.48,0,0,2,0,376,28.9,3,0
4250,15000,36,6.03,456.54,0,130000,-1,0,2.23,0,0,7,0,0,0,22,0
4251,8000,36,14.27,274.48,0,36000,-2,0,7.3,1,1,6,0,1287,16.3,10,1
4252,15000,36,9.91,483.38,-3,95000,-2,0,20.88,1,1,16,0,6802,47.9,62,0
4253,14000,60,10.65,301.96,0,51996,0,-8,14.15,0,2,7,0,5282,49.8,23,0
4254,3800,36,6.62,116.68,-2,79200,0,-6,3.91,0,2,12,0,14344,2.6,25,0
4255,35000,60,12.69,790.82,-2,110000,-2,-8,6.25,0,2,11,0,1639,8.9,21,1
4256,3000,36,12.69,100.64,-2,14400,-1,0,4.25,0,0,4,0,1643,43.2,5,0
4257,5600,36,14.27,192.13,0,70000,-1,-7,23.66,0,1,6,0,26018,88.2,7,0
4258,12000,36,15.27,417.58,0,85000,-2,0,23.39,0,3,22,0,32025,50.1,39,0
4259,6000,36,10.65,195.44,0,19200,-2,0,17.31,1,1,6,0,10310,44.2,17,0
4260,27250,60,18.64,701.5,-3,78000,-1,0,14.74,0,1,11,0,17143,66.7,23,0
4261,12000,36,6.03,365.23,-2,45000,0,0,20.91,0,0,9,0,11792,28.9,28,0
4262,25000,60,10.65,539.21,-3,57600,-2,0,17.06,0,0,11,0,11195,48.3,31,0
4263,13000,36,6.62,399.15,-3,80000,-2,0,12.71,0,2,16,0,20701,26.1,38,0
4264,8000,36,7.9,250.33,0,72000,-1,-4,1.33,0,0,3,0,4917,51.8,16,0
4265,13600,36,6.03,413.93,-3,104000,0,-6,0.35,0,0,8,0,1904,2.9,18,0
4266,30000,60,12.69,677.85,-3,103800,-1,-6,3.99,0,5,10,0,16399,22.5,26,0
4267,8000,36,8.9,254.03,-3,52000,-1,0,4.08,0,0,8,0,8285,51.1,20,0
4268,30000,36,8.9,952.6,-3,200000,-1,0,6.71,0,0,11,0,8937,20.8,17,0
4269,3000,36,10.65,97.72,0,63372,-2,-3,9.16,0,0,4,0,1399,17.3,6,0
4270,24000,60,19.03,622.97,-3,155000,-2,0,18.53,0,2,16,0,26931,78.7,53,0
4271,15000,36,17.58,539.14,0,90000,-2,-7,15.96,0,2,12,0,34865,86.7,27,0
4272,9400,60,21.67,257.86,-2,60000,-2,-8,13.26,0,2,5,0,5077,79.3,5,0
4273,20000,60,14.65,472.14,-3,57600,-2,-6,19.73,0,1,19,1,6371,19.3,32,0
4274,20000,60,14.27,468.17,-3,97500,-2,0,12.58,0,0,8,0,19002,71.8,16,0
4275,1300,36,6.03,39.57,-2,6000,-2,-8,24.4,0,0,6,0,7152,13.8,16,0
4276,10000,36,7.51,311.11,0,45000,-1,0,23.44,0,1,9,0,5804,33.3,19,0
4277,8000,36,6.62,245.63,0,50000,0,0,15.96,1,0,14,0,6639,35.5,28,0
4278,2800,60,9.91,59.37,0,33204,-1,0,1.08,0,1,6,0,812,7,11,0
4279,35000,36,12.42,1169.54,0,77100,-2,-1,8.9,1,0,10,0,5246,17.4,17,0
4280,2700,36,13.49,91.62,0,35004,-2,-8,13.54,0,0,4,0,884,80.4,11,0
4281,35000,60,19.42,916.03,-3,90000,-2,0,21.97,0,1,15,0,39396,73.8,27,1
4282,19000,60,11.71,419.87,-3,76700,-1,0,11.37,0,0,7,0,19030,53.3,16,0
4283,23000,60,12.42,516.52,-3,70000,-2,0,16.48,0,1,11,0,23104,48,23,1
4284,12175,60,10.65,262.6,-3,106000,-2,0,15.5,0,1,10,0,18125,40.3,33,0
4285,25000,60,14.27,585.22,0,62000,-2,0,24.45,0,1,13,0,47749,51.1,26,0
4286,10000,36,6.03,304.36,0,36000,-2,-10,10,0,1,7,0,4795,24.3,24,0
4287,5000,36,11.71,165.38,0,52273,-1,0,8.95,0,0,5,0,4298,54.4,12,0
4288,12000,60,19.91,317.33,-3,65000,-2,0,8.86,1,2,10,0,9562,97.6,36,1
4289,25000,60,15.27,598.3,0,60000,-2,0,12.1,0,1,5,0,38093,87.2,33,0
4290,3500,36,6.03,106.53,-3,95000,0,-5,5,0,0,6,0,11071,22.9,27,0
4291,16000,36,6.03,486.97,-3,124000,0,-10,4.73,0,0,7,0,2128,2.8,23,0
4292,20000,36,8.9,635.07,0,148080,-2,0,15.88,0,2,12,0,36546,73.4,27,0
4293,7500,36,11.71,248.07,-3,50000,-1,0,10.46,0,1,9,0,4813,61.7,16,1
4294,5000,36,12.42,167.08,0,40000,-1,0,7.35,0,0,4,0,973,27.8,6,0
4295,35000,36,7.9,1095.16,-3,95000,-2,0,8.79,0,0,13,0,31636,17.2,52,0
4296,10000,60,10.65,215.69,-2,100000,-1,-8,2.75,0,0,5,0,9274,31.4,16,1
4297,10000,36,18.64,364.75,0,57000,-1,0,21.15,0,0,7,0,2965,98.8,24,0
4298,3600,36,7.9,112.65,-3,90000,0,-8,16.28,0,0,23,0,12325,9.6,45,0
4299,5600,36,15.96,196.77,0,48000,-1,0,20.4,0,1,15,0,7653,26.9,32,0
4300,14000,60,15.27,335.05,0,42000,-1,0,21.91,0,1,9,0,2907,18.1,26,0
4301,7575,36,6.62,232.59,-3,21600,-2,0,23.89,0,0,10,0,18050,58.7,21,0
4302,23525,36,7.9,736.11,-3,62500,-2,0,16.92,0,0,15,0,33475,82,31,0
4303,10000,36,7.9,312.91,0,54000,0,0,0.96,0,0,2,0,2445,18.8,8,0
4304,35000,60,17.27,874.93,0,92000,-2,0,14.22,0,1,15,0,38500,67.7,34,0
4305,9300,36,8.9,295.31,-3,45760,-2,0,3.65,0,0,14,0,6028,47.5,25,0
4306,7000,36,12.69,234.82,-2,38400,-1,-8,16.19,0,1,6,0,1425,44.5,12,0
4307,8400,36,16.77,298.53,-3,43200,-1,0,21.39,1,1,10,0,3694,55.1,19,0
4308,17000,36,6.03,517.41,-3,70000,0,0,10.49,0,0,20,0,12120,40.5,52,0
4309,5000,36,10.65,162.87,0,20000,-1,0,7.32,1,0,5,0,3312,28.3,15,0
4310,20000,60,19.42,523.45,-3,75000,-2,0,23.82,0,0,10,0,40882,55.1,29,0
4311,3000,36,16.77,106.62,-3,65000,-1,-4,16.63,0,2,7,0,14667,98.4,26,0
4312,12000,36,6.03,365.23,-2,42000,-1,-7,22.11,0,0,13,0,10100,19.9,36,0
4313,15000,60,16.77,370.94,0,88000,-2,0,5.66,0,0,10,0,23785,35.7,23,0
4314,5500,36,12.69,184.5,-3,96000,0,0,3.04,0,2,13,0,7792,12.3,26,0
4315,1450,36,7.51,45.12,0,24000,-1,0,10.9,0,0,5,0,1244,17.8,9,0
4316,30000,60,11.71,662.95,0,150000,-2,0,3.02,0,1,9,0,24574,30.2,18,0
4317,8000,36,7.9,250.33,0,50000,-1,-5,5.47,0,0,4,0,6572,78.8,9,0
4318,7000,36,7.9,219.04,-2,27600,0,-1,20.96,0,0,4,0,0,0,6,1
4319,10000,36,14.27,343.09,0,60000,-2,-2,22.28,0,1,7,0,6261,48.9,9,0
4320,20000,60,12.69,451.9,-2,102000,-2,0,23.87,0,0,19,0,24796,31.2,48,0
4321,6600,36,7.9,206.52,-3,47000,0,-6,26.89,0,0,6,0,7362,87.6,25,0
4322,6000,36,11.71,198.46,0,30000,-1,0,17.36,0,1,13,0,6064,57.8,18,0
4323,7000,36,16.77,248.77,-3,120000,-2,-2,16.94,0,1,10,0,106307,98.6,32,0
4324,4000,36,12.42,133.67,0,23400,0,0,14.26,0,0,6,0,3845,96.1,13,0
4325,12350,60,14.27,289.1,0,59000,0,-1,22.72,0,2,14,0,8493,41.8,22,1
4326,10000,36,11.71,330.76,0,52000,-1,0,5.85,3,0,8,0,7072,48.8,17,0
4327,12000,36,16.77,426.47,-3,60000,-2,0,0.52,0,2,11,0,12045,0.46,19,0
4328,18400,60,23.13,520.08,-3,75000,-2,-10,7.86,1,3,5,0,5143,42.9,19,1
4329,24000,60,17.58,603.98,-3,80000,-2,0,13.92,0,2,7,0,341,7.4,23,0
4330,10000,36,7.9,312.91,-3,54000,0,-10,19.07,0,0,16,0,13093,47.7,42,0
4331,20000,60,9.91,424.06,0,36000,-1,0,23.27,0,0,8,0,8575,21.5,19,0
4332,15000,36,16.29,529.51,0,52800,-1,-8,18.7,1,0,8,0,17914,68,16,0
4333,3600,36,14.27,123.52,0,26400,-1,-8,12.59,0,0,4,0,1990,99.5,8,0
4334,11325,36,10.65,368.9,-3,25920,0,-10,18.89,0,1,2,0,18905,42,12,0
4335,25000,60,12.42,561.44,-3,68000,-2,0,19.24,0,1,11,0,25466,36.4,21,0
4336,3100,36,13.49,105.19,0,65000,-1,-12,3.42,1,1,12,0,4332,41.3,16,0
4337,20000,36,7.9,625.81,-3,150000,-1,-7,4.09,0,0,10,0,14342,20.5,36,0
4338,14400,36,6.03,438.28,-3,75000,-2,-4,27.02,0,0,10,0,2617,24.2,19,0
4339,5850,36,13.49,198.5,-3,31200,-2,0,24.19,0,1,5,0,9712,80.9,8,0
4340,5000,36,6.62,153.52,-3,124800,0,-3,11.24,0,3,14,0,1598,16,25,0
4341,3000,36,6.62,92.12,-3,45000,0,-6,23.25,0,3,12,0,6710,16.7,37,0
4342,35000,60,11.71,773.44,-3,88000,-2,-5,6.56,0,0,10,0,574,1.4,21,1
4343,12000,36,11.71,396.92,0,77000,0,0,11.6,0,0,7,0,8377,63.4,8,0
4344,30000,60,15.96,728.91,0,55000,-2,0,15.4,0,6,7,0,2134,15.6,29,0
4345,20000,36,12.69,670.9,-2,50000,-2,-7,13.63,0,0,11,0,18367,66.1,16,0
4346,7000,36,7.9,219.04,0,43200,0,-11,3.15,0,0,12,0,2769,12,24,1
4347,8000,36,6.62,245.63,0,39000,0,0,5.91,0,1,7,0,6231,18.9,12,0
4348,8000,36,8.9,254.03,-3,28776,0,-6,9.47,1,3,5,0,3270,16.6,14,0
4349,5000,36,9.91,161.13,-3,83000,0,-3,18.65,0,0,6,0,40483,86.7,18,0
4350,17500,36,13.49,593.79,0,85000,-1,0,8.19,0,1,17,1,23104,55.8,23,0
4351,9000,36,7.9,281.62,0,58800,-1,0,18.3,0,1,7,0,10222,49.6,16,0
4352,6000,36,13.49,203.59,-3,79416,0,0,6.24,0,2,11,0,649,2.1,44,0
4353,8000,36,17.58,287.54,-3,48661.8,-1,-8,4.81,0,1,8,0,6034,92.8,8,0
4354,7200,36,12.69,241.53,0,30000,-1,0,19.52,0,3,14,1,12963,68.6,22,1
4355,7500,36,16.29,264.76,0,120000,0,-2,13.33,0,0,5,0,13842,86.5,16,0
4356,2500,36,10.65,81.44,0,24000,0,-5,20.6,0,2,6,0,2234,19.6,9,0
4357,6000,36,12.69,201.27,0,40000,-1,0,11.58,0,1,5,0,7316,72.4,29,0
4358,13200,36,6.62,405.29,0,60000,-2,-2,12.75,0,0,6,0,1531,7.1,14,0
4359,16800,60,10.65,362.35,0,52000,-1,-4,3.25,0,1,9,0,971,3.8,18,0
4360,7500,36,7.9,234.68,0,50000,-1,-5,0.86,0,0,2,0,0,0,13,1
4361,6000,36,8.9,190.52,0,41000,-1,-7,14.53,0,0,11,0,2983,46.6,22,0
4362,17950,60,11.71,396.67,-2,35880,-2,0,5.45,0,1,9,0,10376,16.2,28,0
4363,9525,60,17.27,238.11,0,50000,-1,0,7.03,0,2,7,1,6797,33.8,13,0
4364,12000,36,7.9,375.49,-3,65000,-1,0,11.69,0,0,9,0,16947,63.5,20,0
4365,5000,36,11.71,165.38,-3,70116,-2,-8,17.75,0,0,8,0,2791,73.4,32,0
4366,14000,36,9.91,451.15,-2,74700,-1,-5,4.72,0,1,20,0,8425,14.4,63,0
4367,13000,36,15.96,456.79,-3,76800,-1,-1,21.34,0,2,10,0,52166,97,27,0
4368,30000,60,14.27,702.26,0,57048,-2,0,14.49,0,1,12,0,28285,49.2,21,0
4369,9000,36,6.62,276.34,0,34320,0,-4,25.91,0,1,8,0,13646,22.1,22,1
4370,10000,36,6.62,307.04,0,55000,0,-8,11.65,1,0,10,0,4272,11.7,24,1
4371,15850,60,13.49,364.63,0,40000,-2,0,28.71,0,1,6,0,5601,47.1,15,0
4372,6000,36,6.03,182.62,-3,54000,0,-3,24.07,0,0,12,0,9142,28.3,32,0
4373,15000,60,8.9,310.65,-3,96000,-1,0,15.45,0,0,13,0,7,0.1,30,0
4374,8975,36,6.62,275.57,-3,32500,-2,0,29.61,0,0,6,0,10834,66.9,14,0
4375,8000,36,7.9,250.33,0,40000,-1,-7,12.66,0,0,6,0,6609,44.1,14,1
4376,11975,36,6.62,367.68,0,50000,-1,0,14.55,0,0,7,0,11387,40.9,33,0
4377,21000,60,16.77,519.32,-3,110256,-2,0,20.17,0,1,8,0,103774,64.3,26,0
4378,11000,36,8.9,349.29,-3,144000,-2,0,13.76,0,0,9,0,34625,70,27,0
4379,15000,36,8.9,476.3,-3,200000,-2,-4,8.6,0,1,13,0,21645,32.4,28,0
4380,8000,36,11.71,264.61,0,50000,0,-8,15.84,3,0,5,0,624,78,23,1
4381,11200,36,13.49,380.03,0,68000,-1,-2,15.42,1,0,7,0,7119,59.3,17,0
4382,3200,36,12.69,107.35,0,22000,0,0,12.62,0,0,8,0,2932,38.6,9,0
4383,8400,36,12.42,280.69,0,50400,0,0,1.69,0,2,9,0,558,7.2,22,0
4384,2400,36,19.91,89.09,-3,150000,-1,-6,14.35,0,0,29,0,39864,52.3,44,1
4385,7000,36,16.29,247.11,-3,62000,-1,-6,12.22,0,3,10,1,5823,71.9,18,0
4386,6000,36,15.96,210.83,0,98000,0,0,16.7,0,1,13,0,16547,63.6,20,0
4387,9600,60,13.49,220.85,0,68000,-2,-8,8.33,0,0,21,0,15726,28.3,31,1
4388,13000,36,12.42,434.4,-3,90000,-2,0,13.34,0,1,14,0,7272,19.4,20,0
4389,5150,60,10.65,111.08,-2,50400,0,-3,15.74,0,0,12,0,15902,54.6,19,0
4390,15000,36,13.49,508.96,-3,120000,-1,0,0.66,0,0,2,0,73,0.8,16,0
4391,7500,36,7.51,233.34,-2,90000,0,-7,13.37,0,1,16,0,9193,33.9,32,0
4392,15850,60,13.49,364.63,-3,38397,-2,-1,11.44,1,1,9,0,7143,40.1,19,1
